"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"6477","Normal/Others","WS/MP112/2025-2026/135920-Construction of buildings for sports facilities","Maharashtra","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","Girgaon, Tal.Karvir. Construction of  Vyayam Shala Building","Shri Dhananjay Bhimrao Mahadik (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","999000"
"6478","Normal/Others","WS/MP850/2025-2026/177081-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","GRAM BHEEMAWALA SATIGATA RICE MILL (ST BASTI) SE PULIYA TAK PAKKI SURAKSHA DIWAR KA NIRMAN KARYA ..IA(KARYADAI SANSTATHA)-NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","30-Jul-2025","1489545"
"6479","Normal/Others","WS/MP850/2025-2026/184272-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","WARD 1 MAALSI MEIN MUKHYE MARG PAR PETROL PUMP KE NIKAT MALSI GAON KI AUR CC ROAD NIRMAN.IA KARYADAI SANSTATHA -NAGAR PALIKA PARISHAD HERBURTPUR","Shri Naresh Bansal (2020-26) (NaN-NaN)","Elected MP","Images","30-Jul-2025","954205"
"6480","Normal/Others","WS/MP139/2025-2026/158705-Construction of public libraries and reading rooms","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Construction of Government Library Building at Veerampattinam street, Ariyankuppam revenue village in Ariyankuppam Constituency.","Shri S. Selvaganabathy (2021-27) (NaN-NaN)","Elected MP","N/A","12-Aug-2025","6132524"
"6481","Normal/Others","WS/MP842/2024-2025/113624-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Kalpalli Meethal Kunnari Road (Concrete 94 Meter) Ward No: 20 Vengeri Madam, Chathamangalam GP, Kunnamangalam Block, NIT Campus (Po),Pin: 673601(Work- G)","Smt. P. T. Usha (2022-28) (NaN-NaN)","Elected MP","Images","30-Jul-2025","347611"
"6482","Normal/Others","WS/MP171/2025-2026/216443-Lighting of public spaces","Telangana","WANAPARTHY(DISTRICT COLLECTOR WANAPARTHY_IDA)","Providing High Mast Lights","Shri Ravi Chandra Vaddiraju (2024-30) (NaN-NaN)","Elected MP","Images","30-Jul-2025","399697"
"6483","Normal/Others","WS/MP171/2025-2026/216444-Lighting of public spaces","Telangana","WANAPARTHY(DISTRICT COLLECTOR WANAPARTHY_IDA)","Providing High Mast Lights","Shri Ravi Chandra Vaddiraju (2024-30) (NaN-NaN)","Elected MP","Images","30-Jul-2025","399697"
"6484","Normal/Others","WS/MP171/2025-2026/216445-Lighting of public spaces","Telangana","WANAPARTHY(DISTRICT COLLECTOR WANAPARTHY_IDA)","Providing High Mast Lights","Shri Ravi Chandra Vaddiraju (2024-30) (NaN-NaN)","Elected MP","Images","30-Jul-2025","199849"
"6485","Normal/Others","WS/MP102/2024-2025/173957-Lighting of public spaces","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Installation of High Mast Light Near to Rajana Library Kalarikandi Road, Karassery Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2025","449249"
"6486","Normal/Others","WS/MP053/2025-2026/179153-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction of PCC road from the REO road to the house of Nandkishor Shah in in ward no.12 in Madhuvan vedivan","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","30-Jul-2025","1483556"
"6487","Normal/Others","WS/MP053/2025-2026/179154-Construction of public staircase/ stair ghat for public convenience","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","construction of Bathing Ghat in Godai pokhra in Bediban madhuban","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","30-Jul-2025","1481666"
"6488","Normal/Others","WS/MP18303/2025-2026/195126-Construction of rooms and halls in school and colleges","Uttar Pradesh","Sant Kabir Nagar(DISTRICT MAGISTRATE SANT KABIR NAGAR_2)","Under the Member of Parliament Local Area Development Scheme Rajya Sabha I am providing an amount of 10 lakh for the construction of classrooms at Pandit Sahdev Tiwari Vidya Mandir Village Nagpur Belauli District Sant Kabir Nagar Uttar Pradesh","Shri Amar Pal Maurya (2024-30) (NaN-NaN)","Elected MP","Images","03-Feb-2026","999912"
"6489","Normal/Others","WS/MP052/2025-2026/187955-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","PCC Road work from Budhuwa pur to path goring to Kathari tola in vill Gauchari ward no 11 west champaran bihar","Shri Satish Chandra Dubey (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jan-2026","988588"
"6490","Normal/Others","WS/MP847/2025-2026/137695-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","241902"
"6491","Normal/Others","WS/MP847/2025-2026/137696-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","241902"
"6492","Normal/Others","WS/MP847/2025-2026/137697-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","241902"
"6493","Normal/Others","WS/MP847/2025-2026/137698-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","241902"
"6494","Normal/Others","WS/MP847/2025-2026/137699-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","241902"
"6495","Normal/Others","WS/MP847/2025-2026/137700-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","241902"
"6496","Normal/Others","WS/MP847/2025-2026/137701-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","241902"
"6497","Normal/Others","WS/MP847/2025-2026/137702-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","241902"
"6498","Normal/Others","WS/MP847/2025-2026/137703-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","241902"
"6499","Normal/Others","WS/MP847/2025-2026/137704-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","241902"
"6500","Normal/Others","WS/MP847/2025-2026/137705-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","241902"
"6501","Normal/Others","WS/MP847/2025-2026/137706-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","05-Feb-2026","241902"
"6502","Normal/Others","WS/MP847/2025-2026/137707-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","05-Feb-2026","241902"
"6503","Normal/Others","WS/MP847/2025-2026/137708-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","05-Feb-2026","241902"
"6504","Normal/Others","WS/MP847/2025-2026/137709-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","05-Feb-2026","241902"
"6505","Normal/Others","WS/MP847/2025-2026/137710-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","05-Feb-2026","241902"
"6506","Normal/Others","WS/MP847/2025-2026/137711-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6LED) WITH 150WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","05-Feb-2026","241902"
"6507","Normal/Others","WS/MP840/2024-2025/159540-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","Construction of Roads and Drainage at SC peta main road from river bund ramp to toward panchayat office in vaddiparu","Shri V. Vijayendra Prasad (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2025","4463588"
"6508","Normal/Others","WS/MP847/2025-2026/137932-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6 LED) WITH 150 WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","05-Feb-2026","241902"
"6509","Normal/Others","WS/MP847/2025-2026/137931-Lighting of public spaces","Uttar Pradesh","MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA)","LED SEMI HIGH MAST LIGHT (6 LED) WITH 150 WATT, 9.5 METER POLE","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","05-Feb-2026","241902"
"6510","Normal/Others","WS/MP831/2025-2026/177157-Construction of public irrigation facilities","Assam","CHIRANG(Deputy Commissioner Chirang_IDA)","Restoration of R S afflux bund and improvement of upstream floor of Ujanigaon FIS under Kodomtal VCDC.","Shri Rwngwra Narzary (2022-28) (NaN-NaN)","Elected MP","Images","24-Feb-2026","1484837"
"6511","Normal/Others","WS/MP084/2025-2026/151227-Purchase of hospital equipment","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Supply of Dialysis Machine, Multipara Monitor, ECG Machine and Defibrillator","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","31-Jul-2025","4990500"
"6512","Normal/Others","WS/MP171/2024-2025/144804-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","C/o CC road near Yadava Comm Hall - Mallanna Temple","Shri Ravi Chandra Vaddiraju (2024-30) (NaN-NaN)","Elected MP","Images","01-Aug-2025","633640"
"6513","Normal/Others","WS/MP891/2025-2026/161323-Construction of rooms and halls in school and colleges","Gujarat","MORBI(District collector Morbi_IDA)","Compound wall work on revolving side of primary school","Shri Kesridevsinh Jhala (2023-29) (NaN-NaN)","Elected MP","Images","31-Jul-2025","300000"
"6514","Normal/Others","WS/MP18297/2025-2026/209713-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","gram suwagaon gram panchayat berachhi me narayan ke ghar se hanuman mandir ke raste per cement concrit road avam nali nirman","Shri Balyogi Umeshnath (2024-30) (NaN-NaN)","Elected MP","Images","25-Feb-2026","1000000"
"6515","Normal/Others","WS/MP18297/2025-2026/210410-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Gram limboda me pradhanmantri gram sadak se shantidham tak cement concrit road nirman","Shri Balyogi Umeshnath (2024-30) (NaN-NaN)","Elected MP","Images","16-Jan-2026","1000000"
"6516","Normal/Others","WS/MP18334/2024-2025/147299-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Providing CC Road From R&B Road to Chandra Shekar House in Patur village of Patur G.P, Nandaluru Mandal","Shri Meda Raghunadha Reddy (2024-30) (NaN-NaN)","Elected MP","Images","31-Jul-2025","278187"
"6517","Normal/Others","WS/MP18334/2024-2025/147300-Construction of roads, link roads, pathways or any other road with or without drainage system","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Providing CC Road from K.Ramohan House To K.Anjaneyulu House in Patur village of Patur G.P, Nandalur Mandal","Shri Meda Raghunadha Reddy (2024-30) (NaN-NaN)","Elected MP","Images","31-Jul-2025","247071"
"6518","Normal/Others","WS/MP18288/2024-2025/150642-Construction of culverts and bridges","Gujarat","Mahisagar(COLLECTOR MAHISAGAR_IDA)","Betawada Kotar Upar Garnalanu kam","Dr. Parmar Jashvantsinh Salamsinh (2024-30) (NaN-NaN)","Elected MP","Images","31-Jul-2025","249828"
"6519","Normal/Others","WS/MP147/2024-2025/152607-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","Deeg(DISTRICT COLLECTOR Deeg_IDA)","For construction of drain along CC road from Asu's room to Sahabdin's room in village Ghoseenga.","Shri Pramod Tiwari (2022-28) (NaN-NaN)","Elected MP","Images","31-Jul-2025","498855"
"6520","Normal/Others","WS/MP001/2025-2026/191960-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","4P.C.C. Road construction work fromRamtabmayaSinghHousetoArjun SharmaHouse  andRadhika House to Rajbalam Singh House. BlockMasaurhi,BhimpurPnachayat Noora, District Patna","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","08-Jan-2026","1488591"
"6521","Normal/Others","WS/MP139/2024-2025/134087-Purchase of ambulances (Four, three and two wheelers)","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","1. 	Mahindra-Bolero Maxx Pik up – 1.3 VX Load carrier without closed container for transportation of medicines by the Government Hospitals in Puducherry 2.	Fabrication work for fixing closed container in the vehicle to carry medicines safely.","Shri S. Selvaganabathy (2021-27) (NaN-NaN)","Elected MP","Images","19-Aug-2025","2666400"
"6522","Normal/Others","WS/MP078/2025-2026/197586-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Construction of Link Road from the house of Ashok Kumar towards Desh Raj House village Gopal Nagar Gram Panchayat Daruhi Development Block Hamirpur District Hamirpur Executing agency BDO Hamirpur","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","21-Feb-2026","300000"
"6523","Normal/Others","WS/MP171/2024-2025/144797-Providing drains and gutters for public drainage","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","C/o CC Drain and Culvert from H.No.11-5-71 to H.No.11-5-72, H.No. 12-8-36 to H.No.12-8-54  in Ward No.35","Shri Ravi Chandra Vaddiraju (2024-30) (NaN-NaN)","Elected MP","Images","01-Aug-2025","407657"
"6524","Normal/Others","WS/MP107/2025-2026/215551-Construction of roads, link roads, pathways or any other road with or without drainage system","Madhya Pradesh","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","CC cum drain construction work from Bali Kachhi house towards Shivcharan Chadhar house, Village - Padwar","Smt. Sumitra Balmik (2022-28) (NaN-NaN)","Elected MP","N/A","24-Jan-2026","1500000"
"6525","Normal/Others","WS/MP095/2025-2026/222702-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","parakkada- vattakaitha road, chempakaseeri ward -3,pazhayakunnumel gp","Shri A. A. Rahim (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","1335850"
"6526","Normal/Others","WS/MP18382/2025-2026/200746-Development of public parks","West Bengal","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Installation of integrated solar street lights 16 nos.","Smt. Mamata Thakur (2024-30) (NaN-NaN)","Elected MP","Images","01-Aug-2025","544197"
"6527","Normal/Others","WS/MP199/2025-2026/171313-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","CC Road and Naali Work","Dr. Sudhanshu Trivedi (2024-30) (NaN-NaN)","Elected MP","N/A","01-Aug-2025","323830"
"6528","Normal/Others","WS/MP18303/2024-2025/149505-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","In village Rajapur Vindhan of Babaganj development block of Pratapgarh district, 260 meter CC road construction work from Hira Dhobi’s house to Amar Shishu Mandir School via Shiv Bahadur Singh’s tube well.","Shri Amar Pal Maurya (2024-30) (NaN-NaN)","Elected MP","Images","30-Oct-2025","1308397"
"6529","Normal/Others","WS/MP199/2025-2026/171312-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","CC Road and Naali Work","Dr. Sudhanshu Trivedi (2024-30) (NaN-NaN)","Elected MP","Images","01-Aug-2025","516309"
"6530","Normal/Others","WS/MP103/2025-2026/180026-Installation of fixed garden gym equipment","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Installation of Open Fixed garden Gym Equipment in Lakshman Khedi Near Community building Garden GP Kajlana JP Sanwer District Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","852800"
"6531","Normal/Others","WS/MP103/2025-2026/180028-Installation of fixed garden gym equipment","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Installation of Open Fixed garden Gym Equipment in  Gram Khitoda  Near Water tank GP Badodiyakhan   JP Sanwer District Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","852800"
"6532","Normal/Others","WS/MP103/2025-2026/180027-Installation of fixed garden gym equipment","Madhya Pradesh","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Installation of Open Fixed garden Gym Equipment in  School Parisar GP Kajlana JP Sanwer District Indore","Dr. Kavita Patidar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","852800"
"6533","Normal/Others","WS/MP166/2024-2025/168186-Installing tube-wells and borewells","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of new bore well and installation of electric motor with starter and cable at National Girls High School in Rasipuram Municipality","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","448857"
"6534","Normal/Others","WS/MP166/2024-2025/178254-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Providing High Mass light (12 mts ladder type 200 watts LED 6 Nos.) Ward 13 Bazar Street Velur TP","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","350000"
"6535","Normal/Others","WS/MP18382/2025-2026/200745-Development of public parks","West Bengal","Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA)","Installation of integrated solar street lights 16 nos.","Smt. Mamata Thakur (2024-30) (NaN-NaN)","Elected MP","Images","01-Aug-2025","544197"
"6536","Normal/Others","WS/MP015/2025-2026/218565-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and installation of solar lights at Samaththuvapuram Village","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","474950"
"6537","Normal/Others","WS/MP015/2025-2026/218551-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and Installation of Solar Lights at Venner vaikkal Village in Near Varatha vinayagar kovil  in Vilangalathur Panchyat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","474950"
"6538","Normal/Others","WS/MP015/2025-2026/218543-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and Installation of Solar Lights at Kavalkottam Village in Near santhapettai  in Nallukuruchi Panchyat.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Aug-2025","474950"
"6539","Normal/Others","WS/MP053/2025-2026/196422-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Ram jee towards gas godownin Lakshminagar","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","1283915"
"6540","Normal/Others","WS/MP053/2025-2026/196423-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of PN singh towards SDM Road in lakshminagar","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","1285029"
"6541","Normal/Others","WS/MP053/2025-2026/196426-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the cement factory to towards the house of Nirmala Devi.","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","1385841"
